EAR,MAR,Label
0.307245035932214,0.3766056951962225,1
0.23211685821368955,0.3716466246435982,1
0.190912489817305,0.37146600267084245,1
0.18196978351115933,0.37116039823954916,1
0.19765754210870107,0.3778197786460627,1
0.20472406095812906,0.3717869374272162,1
0.20285183193821324,0.37545938622475206,1
0.22315733137392085,0.3712701334295057,1
0.21488031866510263,0.3713160531229098,1
0.22110693742070067,0.373973481564634,1
0.24795696729987582,0.38570829361983666,1
0.24382830169746084,0.3658218905229918,1
0.26433765890697825,0.37403615838204796,1
0.24592828090663438,0.3833695280952296,1
0.2639269981470002,0.3768165576611378,1
0.2680778361326396,0.37415358294436335,1
0.26778454314001077,0.3770215779462906,1
0.26821676695177543,0.36546498894979096,1
0.2764416180867505,0.3685801611435286,1
0.2750163037797852,0.36031239343595556,1
0.20293296125087124,0.3426668298968753,1
0.18216695552172182,0.3240297011130798,1
0.20733856083110935,0.3484864190751281,1
0.19483828845895135,0.3369974839497354,1
0.19177832224654112,0.354566667995455,1
0.2073531901359122,0.3487248801421442,1
0.17869738706887284,0.3573060235308618,1
0.1932092509819836,0.34576058357612854,1
0.22288445465636486,0.33429015665987977,1
0.19348707246159663,0.3514905561144416,1
0.21335835028439218,0.3457990055783044,1
0.20411839725524378,0.3432482770186075,1
0.22884635748524884,0.336545708422294,1
0.22016951088039755,0.34568995979832773,1
0.18355091288612266,0.3373251629303546,1
0.1805302934925081,0.3427586973126517,1
0.18824498836055786,0.3184434759216816,1
0.17462267235812268,0.33671226903994317,1
0.11965352237930021,0.3603359356430293,1
0.1250044213303031,0.35462374276324865,1
0.11751438836629755,0.36141533308768337,1
0.11394767405496353,0.3517159598708101,1
0.11998465969051064,0.35787981531716817,1
0.11642314571867851,0.3397972368207293,1
0.13237039116537186,0.3244929745509047,1
0.12913300833187075,0.3393759237212527,1
0.14408616296249652,0.34858840062476504,1
0.13495868825779764,0.3610594811485091,1
0.14442871982722055,0.3363439941815585,1
0.1319427821403687,0.354759321617804,1
0.144749013681886,0.34256413181012646,1
0.12371385992367515,0.3577514843081362,1
0.12843309818084314,0.3424816347142231,1
0.14962411159543265,0.3424816347142231,1
0.17128121736193283,0.3547375425190084,1
0.1841368536996268,0.35429912549012804,1
0.18393874643874641,0.3423542176538609,1
0.1728878264591576,0.33046225734229756,1
0.17619825708061004,0.3545035126267146,1
0.1301493644801225,0.35147634722778015,1
0.11559955865989546,0.35115552441296016,1
0.11436275135252708,0.3572391325531062,1
0.20438841513714542,0.3606975656332971,1
0.2734870655925581,0.3664893065331835,1
0.32623591114930117,0.38096265812410307,1
0.33348663190266536,0.3929621301448902,1
0.33769503779847965,0.3958506198647652,1
0.3357555351591018,0.39409772863940595,1
0.3266408490436434,0.411478268556714,1
0.3059597167527762,0.4176105454994543,1
0.30558567087481125,0.4287252012567449,1
0.28899215755949526,0.440505949405357,1
0.277406496210786,0.4553676069762394,1
0.23844298354776144,0.469733644565768,1
0.23159090391168935,0.48510990493741396,1
0.22206742935015866,0.5063339173887993,1
0.23379940189772475,0.5678794068393143,1
0.2335014616973891,0.6023907284703574,1
0.21951313417626023,0.633336559782905,1
0.23146991445508341,0.46151209057681775,1
0.20507153733290917,0.5308795732490899,1
0.22703796007899443,0.5786395485165021,1
0.210075541051673,0.5871494063937897,1
0.17048157300169903,0.5747326446703229,1
0.14889790364026406,0.5223896900734305,1
0.18428144504346752,0.5216849928295835,1
0.15785590498816893,0.5366854449656824,1
0.16224838582053996,0.48616822472473353,1
0.1804722433336466,0.5355600154697561,1
0.18431390102092754,0.5287764720347983,1
0.21134695063290074,0.5182362438166142,1
0.21096528441663812,0.5271532595532245,1
0.21469038066040613,0.561872187689783,1
0.19866133935010213,0.523688331988971,1
0.19826437638248157,0.5138488437701106,1
0.20515917061061723,0.5460822913990041,1
0.17902165573450585,0.5854237252141913,1
0.16527165394940632,0.602087992855037,1
0.1604499344442295,0.5927280450659616,1
0.15855176356331574,0.5699784000929454,1
0.13192691140979595,0.6095342955590424,1
0.14444615431839114,0.6088452709339506,1
0.13879485859922733,0.6138663288945219,1
0.1547377596600924,0.6268505100633607,1
0.152031946512663,0.6228066640537079,1
0.15834148111031116,0.638710125463953,1
0.14661489773558156,0.679064798997366,1
0.17290804690477068,0.6566503186060328,1
0.17793497609737413,0.6389965989471321,1
0.1704694177180092,0.6561768001281346,1
0.18281754195696948,0.6295754862060025,1
0.17735636565853963,0.6318278559234075,1
0.17769044193090416,0.6653692560103333,1
0.18447575816316736,0.641475338576287,1
0.19553369001944987,0.6636978156886977,1
0.1873519141620303,0.6243922584788879,1
0.19771882206156666,0.6538665549549139,1
0.18873565946864335,0.6368440464253394,1
0.18922588168990254,0.6553925912803177,1
0.18768034147041607,0.5920039954379391,1
0.18481872133977656,0.6193472450286941,1
0.18997945639175723,0.6407741593794527,1
0.17574239806129316,0.6407693765760029,1
0.18888822744623157,0.5697160763730814,1
0.19171839702846705,0.5675866305406836,1
0.19120862698837218,0.5830280777224235,1
0.1500155882531977,0.5723774287016589,1
0.20263641418644832,0.6387522576652428,1
0.22768128986733538,0.6118897279154896,1
0.22178606939481704,0.6407537501762293,1
0.1555846348443616,0.5936579337083439,1
0.14533632606262475,0.6166731381419241,1
0.15430768619733481,0.577293337263846,1
0.1677319367370175,0.5967416276189431,1
0.16612730648984325,0.6004027768240853,1
0.141714947793696,0.522499678454505,1
0.14400414797391173,0.4810930113309651,1
0.13652763263211798,0.5892227187908876,1
0.12879156230867608,0.6065837359478089,1
0.12913701777052217,0.5632928491448719,1
0.1456560326146654,0.4642975580270543,1
0.14237914499745186,0.5987825588345468,1
0.15057459054993544,0.4654476627630659,1
0.13169170138107344,0.6301552810198725,1
0.12083014408523612,0.6242270711691937,1
0.1964731741175424,0.5130870443825426,1
0.20507411158711636,0.46953065513697523,1
0.1959393979072297,0.5011153537726112,1
0.2208553707103279,0.5598177448931079,1
0.23708621542408276,0.5613312329420075,1
0.18044753034031363,0.5328848928103338,1
0.22804330160041375,0.5296662858461275,1
0.24244204869408248,0.5244554011596005,1
0.21941566672018215,0.5027790542380188,1
0.2483044384761936,0.4917241935666573,1
0.24552602199189305,0.5282789892040816,1
0.1847503612841198,0.5789455323706498,1
0.2158843563887866,0.47277169616984793,1
0.14147414079787068,0.5295058927820498,1
0.03889614448464543,0.5128693968317503,1
0.2377669477676299,0.46462039990273835,1
0.21825037769986383,0.5097101089008111,1
0.20849406854441488,0.45991071636826913,1
0.13095334530229805,0.5152761404141631,1
0.14600045333914133,0.4926228719672447,1
0.1337672660154856,0.4550382040163665,1
0.09233385490686793,0.5336010800148104,1
0.12258690678253586,0.5364114177457286,1
0.1770606832356562,0.48674889894956413,1
0.20305767020612592,0.5056215909644995,1
0.24072609246221227,0.47456771346070203,1
0.2876702966565955,0.46548091957097004,1
0.20682466313543207,0.49762482811222586,1
0.14848222706933684,0.45995930325990764,1
0.1286722066443468,0.4576277568542133,1
0.15946093174060094,0.4968380365763127,1
0.1261127009291717,0.4349420369727336,1
0.10549962633998398,0.4943963005507279,1
0.20432749716931956,0.48494857335712654,1
0.1389622227210421,0.45643957506534255,1
0.1585647446855466,0.48551214097534484,1
0.1265556798881806,0.5084586020816418,1
0.13714076079164061,0.5135930780212559,1
0.15715931237443037,0.5022269553403517,1
0.15419670386678586,0.48168271222914066,1
0.179342562281109,0.4758313898603234,1
0.24886483164567075,0.4825726404434214,1
0.22848456548211282,0.45424174379726,1
0.1464175592091763,0.48182582355519354,1
0.1413646749283665,0.46810999564064815,1
0.17237223389784012,0.43990773938731936,1
0.12484427493757824,0.4414968785119551,1
0.10379889149141527,0.44164175949673257,1
0.1122270568482494,0.4933918550723882,1
0.11596760865328112,0.45012567740121456,1
0.11349018777980081,0.46190751767553184,1
0.10038994585342419,0.47299201709765365,1
0.0990971453790436,0.45360219388941325,1
0.19250098324782217,0.45091104295331663,1
0.20923625660746714,0.4569113698607618,1
0.16556621639900154,0.43709779329722315,1
